book_id,character_id,name,name_variant,
52,1,Maas,Emile Kraeplin,
52,1,Maas,Van der Maas,
52,1,Maas,H.J.M Minderman,
52,2,Bertha,Bertha,
52,2,Bertha,Bertha Bontebal,
52,2,Bertha,Bertha Regtop,
52,3,Abe,Abe,
52,3,Abe,Abe Minderman,
52,4,Rinus,Rinus,
52,4,Rinus,Rinus Minderman,
52,5,Godfried,Godfried,
52,6,Meneer Regtop,Meneer Regtop,
52,6,Meneer Regtop,meneer Regtop,
52,6,Meneer Regtop,Regtop,
52,7,Commerina,Commerina,
52,7,Commerina,Commerina Minderman,
52,8,Joris,Joris,
52,8,Joris,Joris Streefkerk,
52,9,Beer,Beer,
52,9,Beer,Berend,
52,9,Beer,Berend Bontebal,
52,10,Klaaske,Klaaske,
52,11,Ijspeert,Ijspeert,
52,11,Ijspeert,Jan Diederick,
52,12,Streefkerk,Streefkerk,
52,13,Shrimp,Shrimp,
52,13,Shrimp,Bert,
52,14,Te Velde,Te Velde,
52,14,Te Velde,te Velde,
52,14,Te Velde,Ijsbrand,
52,15,John Jack,John Jack,
52,16,Pip,Pip,
52,17,De Vries,De Vries,
52,17,De Vries,de Vries,
52,17,De Vries,Hans de Vries,
52,18,Maurits,Maurits,
52,19,Griet,Griet,
52,20,Dijk,Dijk,
52,21,Violet,Violet,
52,22,Jan,Jan,
53,1,Sam,Sam,
53,1,Sam,Samarenda,
53,1,Sam,Samarenda Ambani,
53,1,Sam,Hond,
53,1,Sam,hond,
53,2,Nina,Nina,
53,2,Nina,Sams vriendin,
53,3,Dave,Dave,
53,3,Dave,Dave Luscombe,
53,4,Hamid Shakir Mahmoud,Hamid Shakir Mahmoud,
53,4,Hamid Shakir Mahmoud,Hamid,
53,5,Aida,Aida,
53,5,Aida,Aida Ambani,
53,6,meneer Ambani,meneer Ambani,
53,6,meneer Ambani,Meneer Ambani,
53,6,meneer Ambani,Sams vader,
53,7,mevrouw Ambani,mevrouw Ambani,
53,7,mevrouw Ambani,Mevrouw Ambani,
53,7,mevrouw Ambani,Sams moeder,
53,8,Bill,Bill,
53,9,Hassan,Hassan,
53,10,Fehmer,Fehmer,
53,10,Fehmer,Max Fehmer,
53,11,Heavy,Heavy,
53,12,Honey,Honey,
53,13,Böckli,Böckli,
53,14,Martina,Martina,
53,15,Liliane,Liliane,
53,16,Lankford,Lankford,
53,16,Lankford,Dan Lankford,
53,17,Brady,Brady,
53,17,Brady,John Brady,
53,18,Rose,Rose,
53,19,Mahmoud al-Mabhouh,Mahmoud al-Mabhouh,
53,20,Khalil,Khalil,
53,21,Ursina,Ursina,
53,21,Ursina,Ursina Geisendorf,
53,21,Ursina,Geisendorf,
54,1,Paul,Paul,
54,1,Paul,Paul Honsaat,
54,2,Teresa,Teresa,
54,2,Teresa,Teresa Honsaat,
54,3,Maanke,Maanke,
54,3,Maanke,Maanke Kerbers,
54,4,Kees,Kees,
54,4,Kees,Kees Honsaat,
54,5,Frank,Frank,
54,6,Lars,Lars,
54,7,Mike,Mike,
54,7,Mike,Mike Honsaat,
54,8,Miranda,Miranda,
54,8,Miranda,Miranda Honsaat,
55,1,Ron van Dijk,Ron van Dijk,
55,1,Ron van Dijk,Van Dijk,
55,1,Ron van Dijk,van Dijk,
55,2,Angelique Hazewinkel,Angelique Hazewinkel,
55,2,Angelique Hazewinkel,Angelique,
55,3,Irene van Dijk,Irene van Dijk,
55,4,Mwambo Otoyo Okomo,Mwambo Otoyo Okomo,
55,4,Mwambo Otoyo Okomo,Mwambo,
55,4,Mwambo Otoyo Okomo,Otoyo Okomo,
55,5,Jolanda,Jolanda,
55,6,Patricia,Patricia,
56,1,Vincent,Vincent,
56,1,Vincent,Vincent van Zandt,
56,2,Lee,Lee,
56,2,Lee,Lee Jones,
56,2,Lee,Clem Rosetto,
56,2,Lee,Clem Jones,
56,3,Stephen,Stephen,
56,3,Stephen,Steve,
56,3,Stephen,Steven Ellis,
56,3,Stephen,meneer Ellis,
56,3,Stephen,Meneer Ellis,
56,4,Joanna,Joanna,
56,4,Joanna,Joanna Ellis,
56,5,Jean,Jean,
56,6,Cole,Cole,
56,6,Cole,Coleman,
56,6,Cole,Charles Coleman,
56,6,Cole,Charly Coleman,
56,7,Rietje,Rietje,
56,8,mevrouw Dettrich,mevrouw Dettrich,
56,8,mevrouw Dettrich,Mevrouw Dettrich,
56,8,mevrouw Dettrich,Betty,
56,9,Cy,Cy,
56,9,Cy,Brookskin,
56,10,Ralph,Ralph,
56,10,Ralph,Ralph Axness,
56,11,Bobby,Bobby,
56,11,Bobby,Bobby Darin,
56,12,Giotta,Giotta,
56,13,Derek,Derek,
56,14,David,David,
56,14,David,David Ahdar,
56,15,meneer Dettrich,meneer Dettrich,
56,15,meneer Dettrich,Meneer Dettrich,
56,15,meneer Dettrich,Chuck Dettrich,
56,15,meneer Dettrich,Dettrich,
57,1,Loina,Loina,
57,1,Loina,Loina Aedema,
57,2,grootvader,grootvader,
57,2,grootvader,Grootvader,
57,3,Samson,Samson,
57,3,Samson,Samson Aedema,
57,4,Fluit,Fluit,
57,5,Konstant,Konstant,
57,6,Dawud,Dawud,
57,6,Dawud,Dawud Aedema,
57,7,Frits,Frits,
57,8,Jet,Jet,
57,8,Jet,Jet Vreesenberg Verleen,
57,8,Jet,Henriette Vreesenberg Verleen,
57,9,Faber,Faber,
57,10,Coco,Coco,
57,11,Melchior,Melchior,
57,12,Fenerik,Fenerik,
57,12,Fenerik,Von Himmeldurch,
57,13,Sonja,Sonja,
57,14,Sita,Sita,
57,15,Krishnamurti,Krishnamurti,
58,1,Daniël,Daniël,
58,2,Xander,Xander,
58,3,Sophie,Sophie,
58,3,Sophie,Susan,
58,4,Felix,Felix,
58,5,Gioia,Gioia,
58,6,Ole,Ole,
58,6,Ole,Ole Hansson,
58,7,Kasper,Kasper,
58,8,Elsje,Elsje,
58,9,Hervé,Hervé,
58,9,Hervé,Raymond van Gastel,
59,1,Titus,Titus,
59,1,Titus,Titus Serfonteyn,
59,2,Pieter,Pieter,
59,2,Pieter,Pieter Kalhorn,
59,3,Roos,Roos,
59,3,Roos,Roos Donckers,
59,3,Roos,Roosje,
59,4,Mona,Mona,
59,5,Yvan,Yvan,
59,5,Yvan,Yvan Kalhorn,
59,6,Nicole,Nicole,
59,7,Edith,Edith,
59,7,Edith,Didi,
59,7,Edith,Didi Ravier,
59,8,Patricia,Patricia,
59,9,Frans,Frans,
59,10,Sven,Sven,
59,11,vader Donckers,vader Donckers,
59,11,vader Donckers,Vader Donckers,
59,12,Jasmien Donckers,Jasmien Donckers,
59,13,moeder Donckers,moeder Donckers,
59,13,moeder Donckers,Moeder Donckers,
59,14,Harry,Harry,
59,15,Gonda,Gonda,
60,1,Boris,Boris,
60,2,Lies,Lies,
60,3,Marie,Marie,
60,4,Sjef,Sjef,
60,5,Wilma,Wilma,
60,6,De barman,De barman,
60,6,De barman,de barman,
60,7,De bakkersvrouw,De bakkersvrouw,
60,7,De bakkersvrouw,de bakkersvrouw,
60,8,Maurice,Maurice,
60,9,Jeroen,Jeroen,
60,10,Jonas,Jonas,
60,11,Chantal,Chantal,
60,12,Verstappen,Verstappen,
60,13,Van de Venne,Van de Venne,
60,13,Van de Venne,van de Venne,
61,1,Bas,Bas,
61,1,Bas,Bas de Bruin,
61,1,Bas,Sebastiaan,
61,1,Bas,Sebastiaan de Bruin,
61,2,Iris,Iris,
61,2,Iris,Iris Oudemans,
61,3,Johan,Johan,
61,3,Johan,Johan van Doesburg,
61,4,Reindert,Reindert,
61,4,Reindert,Reindert Oudemans,
61,5,Ella,Ella,
61,5,Ella,Ella Theisseling,
61,6,Det,Det,
61,6,Det,Det van Vliet,
61,7,Anna,Anna,
61,7,Anna,Anna Aguzanni,
61,8,Wout,Wout,
61,9,Sven,Sven,
61,10,Eline,Eline,
61,11,Medy,Medy,
61,12,Rosa,Rosa,
61,13,Tamar,Tamar,
61,14,Bernt,Bernt,
61,15,Tobias,Tobias,
61,17,Hannah,Hannah,
61,18,Thomas,Thomas,
61,19,Linus,Linus,
61,20,Mariska,Mariska,
61,21,Eva,Eva,
61,22,Sabine,Sabine,
62,1,Isolde,Isolde,
62,1,Isolde,Isolde van Nimwegen,
62,1,Isolde,Isi,
62,1,Isolde,Ies,
62,2,Hanneloor,Hanneloor,
62,2,Hanneloor,Hanneloor van Nimwegen,
62,2,Hanneloor,Loortje,
62,2,Hanneloor,Loor,
62,3,Katja,Katja,
62,3,Katja,Katja van Nimwegen,
62,3,Katja,Kat,
62,4,Wolf,Wolf,
62,4,Wolf,Wolfgang,
62,4,Wolf,Wolfgang Rudorffer,
62,4,Wolf,Rudorffer,
62,5,Max,Max,
62,6,Noud,Noud,
62,6,Noud,Noud van der Loop,
62,7,Cas,Cas,
62,7,Cas,Cas van Oers,
62,8,Puck,Puck,
62,9,Cees,Cees,
62,9,Cees,Cees van Nimwegen,
62,10,Liesbeth,Liesbeth,
62,10,Liesbeth,Liesbeth van Nimwegen,
62,10,Liesbeth,Lies,
62,11,Theo,Theo,
62,12,Kee,Kee,
62,13,Manus,Manus,
63,1,Philip,Philip,
63,1,Philip,Philip Hofman,
63,2,Elisabeth,Elisabeth,
63,2,Elisabeth,Elisabeth de Vries,
63,3,Jacob,Jacob,
63,3,Jacob,Jacob van Wijnbergen tot Heerde,
63,4,Karen,Karen,
63,4,Karen,Karen Ricks,
63,5,Matt,Matt,
63,5,Matt,Matthias,
63,5,Matt,Mattie,
63,5,Matt,Matt de Jager,
63,6,Paulus,Paulus,
63,7,Bart,Bart,
63,8,Sasha,Sasha,
63,9,Daphne,Daphne,
63,10,Hannes,Hannes,
63,11,Eva ,Eva ,
63,12,Job,Job,
63,12,Job,Job de Jong,
63,13,Tom,Tom,
63,13,Tom,Tom Mak,
63,14,Rosanne ,Rosanne ,
63,15,Tessa,Tessa,
63,16,Simon,Simon,
63,17,Peter,Peter,
63,18,Henk,Henk,
63,19,Carel,Carel,
63,20,Kirsten,Kirsten,
63,21,Mark,Mark,
63,22,Justin,Justin,
64,1,Bas,Bas,
64,1,Bas,Van Tongeren,
64,1,Bas,van Tongeren,
64,1,Bas,Bas van Tongeren,
64,1,Bas,Roger,
64,2,Hyo-son,Hyo-son,
64,3,Ji-Su,Ji-Su,
64,4,Kim Hye-jin,Kim Hye-jin,
64,4,Kim Hye-jin,Hye-jin,
64,4,Kim Hye-jin,TenderX,
64,5,Emilie,Emilie,
64,5,Emilie,Emilie de Clippele,
64,6,Mara,Mara,
64,6,Mara,Mara Puype,
64,6,Mara,mevrouw Puype,
64,6,Mara,Mevrouw Puype,
64,7,Ruusbroec,Ruusbroec,
64,8,Andy,Andy,
65,1,Luukas,Luukas,
65,1,Luukas,Luukas Kolibri,
65,2,René,René,
65,2,René,René Demeter,
65,3,Robin,Robin,
65,3,Robin,Robin Boleau,
65,4,Geoffrey,Geoffrey,
65,4,Geoffrey,Geoffrey Raeymakers,
65,5,meneer Dons,meneer Dons,
65,5,meneer Dons,Meneer Dons,
65,6,Alfred,Alfred,
65,6,Alfred,Alfred David,
65,6,Alfred,meneer David,
65,6,Alfred,Meneer David,
66,1,Mehmet,Mehmet,
66,1,Mehmet,Mehmet Uslu,
66,1,Mehmet,Miran,
66,1,Mehmet,Miran Uslu,
66,2,Selim,Selim,
66,2,Selim,Selim Uslu,
66,2,Selim,baba,
66,2,Selim,Baba,
66,3,Asme,Asme,
66,3,Asme,Asme Uslu,
66,4,Yusuf,Yusuf,
66,4,Yusuf,Yusuf Uslu,
66,5,Hemo,Hemo,
66,6,Elida,Elida,
66,7,Zilda,Zilda,
66,8,Ali,Ali,
66,9,Atilla,Atilla,
66,10,Wusar,Wusar,
66,11,de muhtar,de muhtar,
66,11,de muhtar,De muhtar,
66,11,de muhtar,de Muhtar,
66,11,de muhtar,De Muhtar,
66,12,Hakan,Hakan,
66,13,Nandar,Nandar,
66,14,Musey,Musey,
66,15,Bilal,Bilal,
67,1,Weijntje,Weijntje,
67,1,Weijntje,Zonne,
67,1,Weijntje,Zon,
67,2,Sijmen,Sijmen,
67,3,moeder,moeder,
67,3,moeder,Moeder,
67,4,Laura,Laura,
67,5,Isa,Isa,
67,6,juffrouw Verbeet,juffrouw Verbeet,
67,6,juffrouw Verbeet,Juffrouw Verbeet,
67,7,Sander,Sander,
67,8,Lotte,Lotte,
67,8,Lotte,Lot,
68,1,Vincent,Vincent,
68,2,Mia,Mia,
68,3,Chris,Chris,
68,4,Eva,Eva,
68,5,Dirk,Dirk,
68,6,Emile,Emile,
68,6,Emile,professor P,
68,6,Emile,Professortje,
68,7,Herman,Herman,
68,8,Sanne,Sanne,
68,9,Mei-Lin,Mei-Lin,
68,10,Cor,Cor,
68,11,Rinus,Rinus,
68,12,Anke,Anke,
69,1,Eliza,Eliza,
69,2,Twan,Twan,
69,3,Nathalie,Nathalie,
69,4,Jim,Jim,
69,4,Jim,Jim Schrijvers,
69,5,Niels,Niels,
69,6,Ellen,Ellen,
69,7,Levi,Levi,
69,8,Erik,Erik,
69,9,Meg,Meg,
69,9,Meg,Meg Tweinstra,
69,9,Meg,Tweinstra,
69,10,Jan,Jan,
69,11,Froukje,Froukje,
69,11,Froukje,Frouk,
69,12,Arnout,Arnout,
69,13,Juanita,Juanita,
69,13,Juanita,Juanita Kroonenberg,
69,14,Ruby,Ruby,
69,15,Robin,Robin,
69,16,Robert,Robert,
69,16,Robert,Robert Valk,
69,17,Betty,Betty,
69,17,Betty,Betty Stender,
69,18,Bobby,Bobby,
69,18,Bobby,Bobby Stender,
69,18,Bobby,Bob,
69,19,Gabi,Gabi,
69,20,Jozias,Jozias,
69,20,Jozias,Jozias Bentelbrink,
69,21,Bern,Bern,
69,22,Bennie,Bennie,
69,22,Bennie,Bennie Tjalling,
69,23,Jan,Jan,
69,24,Martin,Martin,
69,25,Vlaskamp,Vlaskamp,
69,26,Katja,Katja,
70,1,Abel,Abel,
70,1,Abel,Abel Roorda,
70,1,Abel,Homerus,
70,2,Dina,Dina,
70,2,Dina,Dina Roorda-Houttuyn,
70,3,Lieuwe,Lieuwe,
70,3,Lieuwe,Lieuwe Roorda,
70,4,opa,opa,
70,4,opa,Opa,
70,5,oma,oma,
70,5,oma,Oma,
70,6,Elena,Elena,
70,7,Digna,Digna,
70,8,Gregoor,Gregoor,
70,8,Gregoor,Gregoor Houttuyn,
70,8,Gregoor,Greg,
70,9,Marinus,Marinus,
70,9,Marinus,Marinus Wisse,
70,9,Marinus,Marien,
70,9,Marinus,Timmermans,
70,10,Irma,Irma,
70,10,Irma,Irma Wisse,
70,11,Toni,Toni,
70,11,Toni,Toni Mesu,
70,11,Toni,Mesu,
70,12,Job,Job,
70,12,Job,Job Verstraete,
70,13,Padmos,Padmos,
70,13,Padmos,Arjaan Padmos,
70,14,Dave,Dave,
70,14,Dave,Dave Sinke,
70,15,Antona,Antona,
70,15,Antona,Antona Duvekot,
70,16,Otto,Otto,
70,17,Danker,Danker,
70,17,Danker,Danker Moerman,
70,18,Aleid,Aleid,
70,19,Denise,Denise,
70,20,Watse,Watse,
71,1,Hella,Hella,
71,1,Hella,Hella de Jonge,
71,2,Freek,Freek,
71,2,Freek,Freek de Jonge,
71,3,Eva,Eva,
71,3,Eva,Eva Croiset,
71,4,Eli,Eli,
71,4,Eli,Eli Asser,
71,5,Ro,Ro,
71,5,Ro,Ro Miller,
71,6,Roos,Roos,
71,7,Maggie,Maggie,
71,8,Fred,Fred,
71,9,Vera,Vera,
71,10,Jet,Jet,
71,11,Marie,Marie,
71,12,Wim,Wim,
71,13,Otis,Otis,
71,14,Lia,Lia,
71,15,Hetty,Hetty,
71,16,Jopie,Jopie,
71,17,Jork,Jork,
71,18,Elly,Elly,
72,1,Herman,Herman,
72,1,Herman,Herman Bul,
72,1,Herman,Hermannetje,
72,2,Laila,Laila,
72,2,Laila,Laila Nachtegaal,
72,3,Mohammed,Mohammed,
72,3,Mohammed,Mohammed El Fayed,
72,4,El Hamn,El Hamn,
72,4,El Hamn,Abdel el Hamn,
72,4,El Hamn,Abdel,
72,5,Aisha,Aisha,
72,6,Olga,Olga,
72,6,Olga,Olga van Limburg Stirum,
72,7,Hélène,Hélène,
72,7,Hélène,Hélène Dubois,
72,7,Hélène,Dubois,
72,8,Paultje,Paultje,
72,8,Paultje,Paul,
72,8,Paultje,Paultje Winsemius,
72,8,Paultje,Winsemius,
72,9,Koos,Koos Moes,
72,9,Koos,Moes,
73,1,ik,ik,
73,1,ik,Ik,
73,2,oma,oma,
73,2,oma,Oma,
73,3,vader,vader,
73,3,vader,Vader,
73,4,moeder,moeder,
73,4,moeder,Moeder,
73,5,Charlotte,Charlotte,
73,6,Anna,Anna,
73,7,Esther,Esther,
73,8,Richard,Richard,
73,8,Richard,Richard Haring,
73,9,Van Stipriaan,Van Stipriaan,
73,9,Van Stipriaan,van Stripiaan,
73,10,Pieter,Pieter,
73,10,Pieter,Pieter Boelens,
73,11,Fausto,Fausto,
73,12,Tom,Tom,
73,12,Tom,Tom Nooijen,
73,13,Cindy,Cindy,
73,13,Cindy,Cindy Vrolijk,
73,14,Oscar,Oscar,
73,15,Johnnie,Johnnie,
73,15,Johnnie,Johnnie van den Biggelaar,
73,16,Claudia,Claudia,
74,1,Oscar,Oscar,
74,1,Oscar,Oscar Verschuur,
74,2,Kate,Kate,
74,2,Kate,Kate Verschuur,
74,3,Emma,Emma,
74,3,Emma,Emma Bielenberg-Verschuur,
74,4,Carl,Carl,
74,4,Carl,Carl Bielenberg,
74,5,Matteous,Matteous,
74,6,Morton,Morton,
74,7,Roy,Roy,
74,7,Roy,Roy de Winther,
74,7,Roy,Winther,
74,8,Lara,Lara,
74,8,Lara,Lara van Oosten,
74,9,Smith,Smith,
74,9,Smith,Howard Smith,
75,1,Leah,Leah,
75,1,Leah,Leah Rosenberg,
75,2,Frances,Frances,
75,3,opa,opa,
75,3,opa,Opa,
75,4,oma,oma,
75,4,oma,Oma,
75,5,Jacob,Jacob,
75,6,moeder,moeder,
75,6,moeder,Moeder,
75,7,Markus,Markus,
75,7,Markus,Markus Prins,
75,8,Deborah,Deborah,
75,9,Marjolein,Marjolein,
75,9,Marjolein,Van Doren,
75,9,Marjolein,van Doren,
76,1,Ilse,Ilse,
76,2,Edgar,Edgar,
76,2,Edgar,Edgar Gillot,
76,3,Elisabeth,Elisabeth,
76,4,Karin,Karin,
76,5,Anna,Anna,
76,6,Dave,Dave,
76,7,Jean,Jean,
77,1,Romy,Romy,
77,2,Harro,Harro,
77,3,Irma,Irma,
77,4,moeder,moeder,
77,4,moeder,Moeder,
77,5,Louis,Louis,
77,6,Christian,Christian,
77,7,Blanca,Blanca,
77,8,Otto,Otto,
77,9,Hedwig,Hedwig,
78,1,Durand,Durand,
78,1,Durand,Auguste Durand,
78,1,Durand,Auguste,
78,2,Nora,Nora,
78,3,Malinobre,Malinobre,
78,3,Malinobre,Archambaud,
78,4,André,André,
78,5,Evy,Evy,
78,5,Evy,Evy Scheltema,
78,6,Pelleport,Pelleport,
78,6,Pelleport,Hervé Pelleport,
78,7,Louis,Louis,
78,7,Louis,Louis Durand,
78,8,Sam,Sam,
78,8,Sam,Sam Peltzer,
78,8,Sam,Peltzer,
78,9,Andrea,Andrea,
78,9,Andrea,Andrea Weich,
78,10,Ernst,Ernst,
78,10,Ernst,Ernst Lichtsinn,
78,11,Victor,Victor,
78,11,Victor,Victor Palm,
78,12,Louise,Louise,
78,12,Louise,Louise Durand,
78,13,Goupil,Goupil,
78,13,Goupil,André,
78,13,Goupil,André Goupil,
78,14,Lamotte,Lamotte,
78,15,Moufle,Moufle,
78,15,Moufle,Maxime Moufle,
79,1,Schepper,Schepper,
79,2,Helena,Helena,
79,2,Helena,Helena Crux,
79,3,Victor,Victor,
79,3,Victor,Victor Crux,
79,4,Lydia,Lydia,
79,5,Ralf,Ralf,
79,6,Maarten,Maarten,
79,6,Maarten,Maarten Brinkman,
79,7,Ronald,Ronald,
79,8,Dorothea,Dorothea,
79,9,Marion,Marion,
79,10,Anton,Anton,
79,11,Bernhard,Bernhard,
80,1,Nodieu,Nodieu,
80,1,Nodieu,Zaël Eugène Calixíc,
80,2,Malcolm,Malcolm,
80,2,Malcolm,J.L. Malcolm,
80,3,Orèste,Orèste,
80,4,Hoeksma,Hoeksma,
80,4,Hoeksma,Leontíen,
80,4,Hoeksma,Leontíen Hoeksma,
80,4,Hoeksma,mevrouw Hoeksma,
80,4,Hoeksma,Mevrouw Hoeksma,
80,5,Jesulá,Jesulá,
80,6,Hubèrt,Hubèrt,
80,7,Felicidád,Felicidád,
80,7,Felicidád,Felicidád Debro,
80,8,Lucsón,Lucsón,
80,9,Morís,Morís,
80,10,Fracásse,Fracásse,
80,11,Tibídín,Tibídín,
80,12,Vilná,Vilná,
80,13,Maksáens,Maksáens,
80,14,Ivèns,Ivèns,
80,15,Julebèrt,Julebèrt,
80,16,Lowènski,Lowènski,
80,17,Larieu,Larieu,
81,1,Arend,Arend,
81,2,moeder,moeder,
81,3,Erik,Erik,
81,4,Kurt,Kurt,
81,5,Samuel,Samuel,
81,6,Bob,Bob,
82,1,Gerard,Gerard,
82,1,Gerard,Gerard Koolschijn,
82,1,Gerard,G. Koolschijn,
82,1,Gerard,Geer,
82,1,Gerard,Meneer Koolschijn,
82,1,Gerard,meneer Koolschijn,
82,1,Gerard,Jerasimos,
82,2,Raave,Raave,
82,2,Raave,Jan Roelof,
82,2,Raave,Jan Roelof Raave,
82,3,Jan,Jan,
82,3,Jan,Jan Koolschijn,
82,4,Jettie,Jettie,
82,4,Jettie,Jettie Koolschijn,
82,5,Astrid,Astrid,
82,6,Lamberink,Lamberink,
82,6,Lamberink,Rudolf,
82,6,Lamberink,Rudolf Lamberink,
82,7,Steeltjes,Steeltjes,
82,8,Frits,Frits,
82,8,Frits,Frits Koolschijn,
82,8,Frits,Fritsje,
82,9,Michael,Michael,
82,10,Koen,Koen,
82,11,David,David,
82,12,Eric,Eric,
82,13,Paul,Paul,
82,13,Paul,Paultje,
82,14,Vreugdevolk,Vreugdevolk,
83,1,Laura,Laura,
83,1,Laura,Laura van Gerner,
83,1,Laura,Lau,
83,2,Boudewijn,Boudewijn,
83,2,Boudewijn,Boudewijn Bartels,
83,2,Boudewijn,de jongen,
83,2,Boudewijn,De jongen,
83,2,Boudewijn,de jongeman,
83,2,Boudewijn,De jongeman,
83,3,Esther ,Esther ,
83,3,Esther ,Es,
83,4,Antonie,Antonie,
83,4,Antonie,Antonie van Gerner,
83,5,Alex,Alex,
83,5,Alex,Alex Wesselink,
83,6,Roger,Roger,
83,6,Roger,Roger Vonk,
83,7,Bettie,Bettie,
83,7,Bettie,Bettie Bartels,
83,7,Bettie,Babette,
83,7,Bettie,Babette Bartels,
83,7,Bettie,Babette van den Brink-Bartels,
83,8,Paul,Paul,
83,8,Paul,Kuiper,
83,8,Paul,Paul Kuiper,
83,9,Ad,Ad,
83,9,Ad,Bartels,
83,9,Ad,Ad Bartels,
83,10,Willemijn,Willemijn,
83,11,Janneke,Janneke,
83,12,Clara,Clara,
83,13,Nathalie,Nathalie,
83,14,Marie,Marie,
83,15,Geertruida,Geertruida,
83,16,Steef,Steef,
83,17,Benny,Benny,
83,18,Klaas,Klaas,
83,19,Maaike,Maaike,
84,1,ik,ik,
84,1,ik,Ik,
84,2,Lauretta,Lauretta,
84,3,Mayer,Mayer,
84,4,Paaluk,Paaluk,
84,5,Frances,Frances,
84,6,Neumann,Neumann,
84,7,Luigi,Luigi,
84,8,Pierre,Pierre,
85,1,Ton,Ton,
85,1,Ton,Ton Nachtegaal,
85,2,Piet,Piet,
85,2,Piet,Piet Daalder,
85,2,Piet,Poedel,
85,3,Annie,Annie,
85,3,Annie,Annie Daalder,
85,3,Annie,Pekinees,
85,4,Jan,Jan,
85,4,Jan,Jan Doornakker,
85,4,Jan,Mastino,
85,5,Trees,Trees,
85,5,Trees,Trees Doornakker,
85,5,Trees,Dobermann,
85,6,Maria,Maria,
85,6,Maria,Maria Nachtegaal,
85,7,Wout,Wout,
85,7,Wout,Wout van der Klei,
85,7,Wout,Duitse Herder,
85,8,Ahmed,Ahmed,
85,9,Pen,Pen,
85,9,Pen,Peter-Jan,
85,9,Pen,Peter-Jan Pen,
85,9,Pen,Bloedhond,
85,10,Vos,Vos,
85,10,Vos,Karel,
85,10,Vos,Karel Vos,
85,11,Cota,Cota,
85,12, A ,Joris,
85,12, A ,Black,
85,12, A , A ,
85,13,Kees,Kees,
85,13,Kees,Kees Visscher,
85,13,Kees,Heidewachtel,
85,14,Hero,Hero,
85,14,Hero,Groenendaeler,
85,15,Rik,Rik,
85,15,Rik,Pincher,
85,16,Harriët,Harriët,
85,16,Harriët,Husky,
85,17,Kristl,Kristl,
85,18,De Vries,De Vries,
85,18,De Vries,Mevrouw De Vries,
85,18,De Vries,mevrouw De Vries,
85,18,De Vries,Stabijhoun,
86,1,Catho,Catho,
86,1,Catho,Claire,
86,1,Catho,Catherina Godeliève,
86,2,Berthe,Berthe,
86,3,Tobias,Tobias,
86,3,Tobias,Tobias S. ,
86,4,Gustaphe,Gustaphe,
86,4,Gustaphe,Gustaphe D. ,
86,5,Het meisje met de vlek in haar bovenlip,Het meisje met de vlek in haar bovenlip,
86,5,Het meisje met de vlek in haar bovenlip,een jonge vrouw met een zwarte vlek in de huid van haar bovenlip,
86,5,Het meisje met de vlek in haar bovenlip,het grote meisje met de zwarte vlek in haar bovenlip,
86,5,Het meisje met de vlek in haar bovenlip,Het grote meisje met de vlek in haar bovenlip,
86,5,Het meisje met de vlek in haar bovenlip,het meisje met de zwarte vlek in haar bovenlip,
86,5,Het meisje met de vlek in haar bovenlip,een vrouw met een zwarte vlek in haar bovenlip,
86,6,Gisèle,Gisèle,
86,7,Charles,Charles,
86,7,Charles,Charles-Henri,
86,8,Léon,Léon,
86,9,Marie-Anne,Marie-Anne,
86,10,Jean,Jean,
87,1,Tula,Tula,
87,2,Speransa,Speransa,
87,3,Louis,Louis,
87,4,Quaku,Quaku,
87,5,Jorboe,Jorboe,
87,6,Rosita,Rosita,
87,7,Willem van Uytrecht,Willem van Uytrecht,
87,8,De Veer,De Veer,
87,9,Bastiaan,Bastiaan,
87,10,Pedro,Pedro,
87,11,Lesire,Lesire,
87,11,Lesire,Juffrouw Lesire,
87,11,Lesire,juffrouw Lesire,
87,11,Lesire,Elizabeth,
87,12,Wouter,Wouter,
87,13,Pieter,Pieter,
87,14,Jantji,Jantji,
87,15,Cornelius,Cornelius,
87,15,Cornelius,Peter Cornelius,
87,16,Schinck,Schinck,
87,17,Van Westerholt,Van Westerholt,
87,18,Codjo,Codjo,
87,19,Paolo,Paolo,
88,1,Robbie,Robbie,
88,2,Willy,Willy,
88,3,Ilona,Ilona,
88,4,Mireille,Mireille,
88,4,Mireille,Mijn moeder,
88,4,Mireille,mijn moeder,
88,5,Sylvester,Sylvester,
88,5,Sylvester,Mijn vader,
88,5,Sylvester,mijn vader,
88,6,Germaine,Germaine,
88,6,Germaine,Mijn grootmoeder,
88,6,Germaine,mijn grootmoeder,
88,7,Gudrun,Gudrun,
88,8,Isidoor,Isidoor,
88,9,Pierre,Pierre,
88,10,Liza Le Roux,Liza Le Roux,
88,10,Liza Le Roux,Liza,
88,10,Liza Le Roux,Elise,
88,11,Ninette,Ninette,
88,11,Ninette,Ninette Blomme,
88,12,Fanny,Fanny,
88,13,Regina Hellegeest,Regina Hellegeest,
88,13,Regina Hellegeest,Regina,
88,14,Mariette Vanturenhout,Mariette Vanturenhout,
88,14,Mariette Vanturenhout,Mariette,
88,15,Jeanne Grauwels,Jeanne Grauwels,
88,15,Jeanne Grauwels,Jeanne,
88,16,Eugénie Verstappen,Eugénie Verstappen,
88,16,Eugénie Verstappen,Eugénie,
