book_id,source,target,relation_type
71,13,7,zus
72,1,7,collega
72,1,9,collega
72,7,1,collega
72,9,1,collega
72,4,3,collega_neef_vijand
72,3,4,collega_oom_vijand
72,4,2,dochter_geliefde_vijand
72,4,5,dochter_kleindochter
72,2,5,dochter_zus
72,1,2,geliefde
72,1,6,geliefde
72,2,1,geliefde
72,3,5,geliefde
72,5,3,geliefde
72,6,1,geliefde
72,6,8,geliefde
72,8,6,geliefde
72,2,4,geliefde_vader_vijand
72,5,4,grootvader_vader
72,5,2,moeder_zus
72,2,3,neef_geliefde
72,3,2,neef_geliefde
72,1,4,vijand
72,4,1,vijand
72,1,5,vriend
72,5,1,vriend
72,8,1,vijand
72,1,8,vijand
73,5,1,broer
73,6,1,broer
73,1,9,collega
73,7,9,collega
73,8,9,collega
73,9,1,collega
73,9,7,collega
73,9,8,collega
73,3,5,dochter
73,3,6,dochter
73,4,5,dochter
73,4,6,dochter
73,1,7,geliefde
73,3,4,geliefde
73,4,3,geliefde
73,7,1,geliefde
73,1,2,grootmoeder
73,5,2,grootmoeder
73,6,2,grootmoeder
73,2,5,kleindochter
73,2,6,kleindochter
73,2,1,kleinzoon
73,1,4,moeder
73,3,2,moeder
73,5,4,moeder
73,6,4,moeder
73,1,11,neef
73,5,11,neef
73,6,11,neef
73,11,1,neef
73,11,5,nicht
73,11,6,nicht
73,2,4,schoondochter
73,4,2,schoonmoeder
73,1,3,vader
73,5,3,vader
73,6,3,vader
73,1,8,vijand
73,1,12,vijand
73,8,1,vijand
73,12,1,vijand
73,1,10,vriend
73,1,13,vriend
73,1,14,vriend
73,1,15,vriend
73,1,16,vriend
73,7,13,vriend
73,7,14,vriend
73,7,15,vriend
73,7,16,vriend
73,8,12,vriend
73,10,1,vriend
73,10,14,vriend
73,12,8,vriend
73,13,1,vriend
73,13,7,vriend
73,13,14,vriend
73,13,15,vriend
73,14,1,vriend
73,14,7,vriend
73,14,10,vriend
73,14,13,vriend
73,15,1,vriend
73,15,7,vriend
73,15,13,vriend
73,16,1,vriend
73,16,7,vriend
73,2,3,zoon
73,3,1,zoon
73,4,1,zoon
73,1,5,zus
73,1,6,zus
73,5,6,zus
73,6,5,zus
74,1,6,collega
74,1,9,collega
74,6,1,collega
74,6,9,collega
74,9,1,collega
74,9,6,collega
74,2,5,collega_vriend
74,5,2,collega_vriend
74,1,3,dochter
74,2,3,dochter
74,1,2,geliefde
74,1,8,geliefde
74,2,1,geliefde
74,3,4,geliefde
74,4,3,geliefde
74,7,11,geliefde
74,8,1,geliefde
74,11,7,geliefde
74,3,2,moeder
74,4,2,schoonmoeder
74,4,1,schoonvader
74,1,4,schoonzoon
74,2,4,schoonzoon
74,3,1,vader
75,1,9,collega
75,8,9,collega
75,9,1,collega
75,9,8,collega
75,1,7,collega_geliefde
75,2,9,collega_geliefde
75,7,1,collega_geliefde
75,9,2,collega_geliefde
75,5,1,dochter
75,6,1,dochter
75,3,4,geliefde
75,4,3,geliefde
75,5,6,geliefde
75,6,5,geliefde
75,1,4,grootmoeder
75,1,3,grootvader
75,3,1,kleindochter
75,4,1,kleindochter
75,1,6,moeder
75,5,4,moeder
75,3,6,schoondochter
75,4,6,schoondochter
75,1,5,vader
75,5,3,vader
75,5,7,vijand
75,7,5,vijand
75,1,2,vriend
75,1,8,vriend
75,2,1,vriend
75,8,1,vriend
75,3,5,zoon
75,4,5,zoon
76,1,7,broer
76,3,2,broer
76,1,2,geliefde
76,2,1,geliefde
76,1,5,vriend
76,1,6,vriend
76,5,1,vriend
76,6,1,vriend
76,2,3,zus
76,7,1,zus
77,7,6,broer
77,1,7,dochter
77,5,7,dochter
77,1,2,geliefde
77,1,5,geliefde
77,2,1,geliefde
77,2,9,geliefde
77,5,1,geliefde
77,9,2,geliefde
77,2,4,moeder
77,6,1,moeder
77,7,1,moeder
77,7,5,vader
77,6,5,vader_vijand
77,5,6,vijand_zoon
77,1,3,vriend
77,1,8,vriend
77,2,8,vriend
77,3,1,vriend
77,3,8,vriend
77,8,1,vriend
77,8,2,vriend
77,8,3,vriend
77,1,6,zoon
77,4,2,zoon
77,6,7,zus
78,1,4,collega
78,1,5,collega
78,2,8,collega
78,2,9,collega
78,2,10,collega
78,2,15,collega
78,4,1,collega
78,4,5,collega
78,4,7,collega
78,4,13,collega
78,5,1,collega
78,5,4,collega
78,5,11,collega
78,5,13,collega
78,6,7,collega
78,6,8,collega
78,6,9,collega
78,6,10,collega
78,6,14,collega
78,7,4,collega
78,7,6,collega
78,8,2,collega
78,8,6,collega
78,8,10,collega
78,8,14,collega
78,9,2,collega
78,9,6,collega
78,9,10,collega
78,10,2,collega
78,10,6,collega
78,10,8,collega
78,10,9,collega
78,10,14,collega
78,11,2,collega
78,11,5,collega
78,13,4,collega
78,13,5,collega
78,14,6,collega
78,14,8,collega
78,14,10,collega
78,15,2,collega
78,2,11,collega_geliefde
78,5,7,collega_geliefde
78,7,5,collega_geliefde
78,8,9,collega_geliefde
78,9,8,collega_geliefde
78,1,14,collega_vijand
78,2,14,collega_vijand
78,4,14,collega_vijand
78,14,1,collega_vijand
78,14,2,collega_vijand
78,14,4,collega_vijand
78,1,12,geliefde
78,12,1,geliefde
78,7,1,vader
78,1,3,vijand
78,3,1,vijand
78,1,15,vriend
78,14,15,vriend
78,15,1,vriend
78,15,14,vriend
78,1,7,zoon
79,2,6,collega
79,2,10,collega
79,2,11,collega
79,3,7,collega
79,4,6,collega
79,4,10,collega
79,4,11,collega
79,6,2,collega
79,6,4,collega
79,6,10,collega
79,6,11,collega
79,7,3,collega
79,10,2,collega
79,10,4,collega
79,10,6,collega
79,10,11,collega
79,11,2,collega
79,11,4,collega
79,11,6,collega
79,11,10,collega
79,2,4,collega_vriend
79,4,2,collega_vriend
79,1,2,geliefde
79,2,1,geliefde
79,2,3,geliefde
79,3,2,geliefde
79,4,7,geliefde
79,7,4,geliefde
79,5,2,vried
79,2,5,vriend
79,2,8,vriend
79,2,9,vriend
79,3,4,vriend
79,3,5,vriend
79,4,3,vriend
79,4,8,vriend
79,5,3,vriend
79,8,2,vriend
79,8,4,vriend
79,9,1,vriend
80,1,2,collega
80,1,7,collega
80,1,8,collega
80,1,9,collega
80,1,10,collega
80,1,13,collega
80,1,14,collega
80,1,15,collega
80,2,1,collega
80,2,11,collega
80,3,13,collega
80,3,14,collega
80,3,15,collega
80,7,1,collega
80,8,1,collega
80,8,9,collega
80,9,1,collega
80,9,8,collega
80,10,1,collega
80,13,1,collega
80,13,3,collega
80,13,14,collega
80,13,15,collega
80,14,1,collega
80,14,3,collega
80,14,13,collega
80,14,15,collega
80,15,1,collega
80,15,3,collega
80,15,13,collega
80,15,14,collega
80,3,16,collega_neef
80,16,3,collega_neef
80,1,16,collega_vijand
80,13,16,collega_vijand
80,14,16,collega_vijand
80,15,16,collega_vijand
80,16,1,collega_vijand
80,16,13,collega_vijand
80,16,14,collega_vijand
80,16,15,collega_vijand
80,1,3,collega_vriend
80,3,1,collega_vriend
80,11,12,geliefde
80,12,11,geliefde
80,6,12,geliefde_vijand
80,12,6,geliefde_vijand
80,1,12,moeder
80,1,4,pleegmoeder
80,5,1,pleegneef_vijand
80,1,5,pleegtante_vijand
80,4,1,pleegzoon
80,1,6,vader
80,1,11,vader_vijand
80,11,1,vader_vijand
80,11,17,vijand
80,17,11,vijand
80,6,1,zoon
80,12,1,zoon
81,1,6,collega_vriend
81,6,1,collega_vriend
81,1,2,moeder
81,1,3,vriend
81,1,4,vriend
81,1,5,vriend
81,3,1,vriend
81,4,1,vriend
81,5,1,vriend
81,2,1,zoon
82,1,8,broer
82,1,12,broer
82,8,1,broer
82,8,12,broer
82,10,11,broer
82,10,13,broer
82,11,10,broer
82,11,13,broer
82,12,1,broer
82,12,8,broer
82,13,10,broer
82,13,11,broer
82,1,2,collega
82,1,6,collega
82,1,7,collega
82,2,1,collega
82,6,1,collega
82,7,1,collega
82,7,9,collega
82,9,7,collega
82,2,4,collega_geliefde_vriend
82,4,2,collega_geliefde_vriend
82,1,5,geliefde
82,3,4,geliefde
82,4,3,geliefde
82,5,1,geliefde
82,10,4,grootmoeder
82,11,4,grootmoeder
82,13,4,grootmoeder
82,10,3,grootvader
82,11,3,grootvader
82,13,3,grootvader
82,3,10,kleinzoon
82,3,11,kleinzoon
82,3,13,kleinzoon
82,4,10,kleinzoon
82,4,11,kleinzoon
82,4,13,kleinzoon
82,1,4,moeder
82,8,4,moeder
82,10,5,moeder
82,11,5,moeder
82,12,4,moeder
82,13,5,moeder
82,8,10,neef
82,8,11,neef
82,8,13,neef
82,12,10,neef
82,12,11,neef
82,12,13,neef
82,10,8,oom
82,10,12,oom
82,11,8,oom
82,11,12,oom
82,13,8,oom
82,13,12,oom
82,5,8,schoonbroer
82,5,12,schoonbroer
82,3,5,schoondochter
82,4,5,schoondochter
82,5,4,schoonmoeder
82,5,3,schoonvader
82,8,5,schoonzus
82,12,5,schoonzus
82,1,3,vader
82,8,3,vader
82,10,1,vader
82,11,1,vader
82,12,3,vader
82,13,1,vader
82,1,9,vriend
82,1,14,vriend
82,2,3,vriend
82,3,2,vriend
82,7,14,vriend
82,9,1,vriend
82,14,1,vriend
82,14,7,vriend
82,1,10,zoon
82,1,11,zoon
82,1,13,zoon
82,3,1,zoon
82,3,8,zoon
82,3,12,zoon
82,4,1,zoon
82,4,8,zoon
82,4,12,zoon
82,5,10,zoon
82,5,11,zoon
82,5,13,zoon
83,15,1,achternicht
83,1,15,achtertante
83,1,2,broer
83,2,16,collega
83,3,6,collega
83,3,8,collega
83,6,3,collega
83,6,8,collega
83,8,3,collega
83,8,6,collega
83,9,16,collega
83,16,2,collega
83,16,9,collega
83,16,17,collega
83,16,18,collega
83,17,16,collega
83,18,16,collega
83,7,1,dochter
83,12,13,dochter
83,12,14,dochter
83,1,4,geliefde
83,4,1,geliefde
83,9,10,geliefde
83,10,9,geliefde
83,1,5,geliefde_vijand
83,5,1,geliefde_vijand
83,1,7,moeder
83,2,7,moeder
83,13,12,moeder
83,14,12,moeder
83,15,7,nicht
83,2,17,pleegbroer
83,13,2,pleegbroer
83,17,2,pleegbroer
83,14,2,pleegbroer_vijand
83,2,12,pleegmoeder
83,2,18,pleegvader_vijand
83,17,18,pleegvader_vijand
83,12,2,pleegzoon
83,18,2,pleegzoon_vijand
83,18,17,pleegzoon_vijand
83,2,13,pleegzus
83,2,14,pleegzus_vijand
83,2,4,schoonbroer
83,4,2,schoonbroer
83,4,7,schoonmoeder
83,7,4,schoonzoon
83,7,15,tante
83,1,6,vijand
83,1,8,vijand
83,2,3,vijand
83,2,5,vijand
83,3,2,vijand
83,5,2,vijand
83,6,1,vijand
83,6,4,vijand
83,8,1,vijand
83,8,4,vijand
83,4,6,vijand
83,4,8,vijand
83,1,3,vriend
83,3,1,vriend
83,9,11,vriend
83,11,9,vriend
83,19,7,vriend
83,7,2,zoon
83,9,17,zoon
83,10,17,zoon
83,2,1,zus
83,13,14,zus_vijand
83,14,13,zus_vijand
84,1,7,collega
84,7,1,collega
84,1,6,collega_vriend
84,6,1,collega_vriend
84,1,2,geliefde
84,1,5,geliefde
84,2,1,geliefde
84,5,1,geliefde
84,8,5,geliefde
84,2,3,geliefde_vijand
84,3,2,geliefde_vijand
84,1,3,vijand
84,1,8,vijand
84,3,1,vijand
84,3,4,vijand
84,4,3,vijand
84,8,1,vijand
84,1,4,vijand_vriend
84,4,1,vijand_vriend
85,6,12,broer
85,1,15,collega
85,1,16,collega
85,2,10,collega
85,2,7,collega
85,3,7,collega
85,3,10,collega
85,5,9,collega
85,6,15,collega
85,6,16,collega
85,7,2,collega
85,7,3,collega
85,7,9,collega
85,9,5,collega
85,9,7,collega
85,9,10,collega
85,9,11,collega
85,10,9,collega
85,11,9,collega
85,15,1,collega
85,15,6,collega
85,16,1,collega
85,16,6,collega
85,1,7,collega_vijand
85,1,9,collega_vijand
85,1,10,collega_vijand
85,1,11,collega_vijand
85,6,7,collega_vijand
85,6,9,collega_vijand
85,7,1,collega_vijand
85,7,6,collega_vijand
85,9,1,collega_vijand
85,9,6,collega_vijand
85,10,1,collega_vijand
85,11,1,collega_vijand
85,4,7,collega_vriend
85,5,7,collega_vriend
85,7,4,collega_vriend
85,7,5,collega_vriend
85,1,6,geliefde
85,1,19,geliefde
85,2,3,geliefde
85,3,2,geliefde
85,4,5,geliefde
85,5,4,geliefde
85,6,1,geliefde
85,12,17,geliefde
85,15,16,geliefde
85,16,15,geliefde
85,17,12,geliefde
85,19,1,geliefde
85,1,12,schoonbroer
85,12,1,schoonbroer
85,6,17,schoonzus
85,17,6,schoonzus
85,1,2,vijand
85,1,3,vijand
85,1,4,vijand
85,1,5,vijand
85,2,1,vijand
85,2,6,vijand
85,3,1,vijand
85,3,6,vijand
85,4,1,vijand
85,4,6,vijand
85,4,13,vijand
85,5,1,vijand
85,5,6,vijand
85,6,2,vijand
85,6,3,vijand
85,6,4,vijand
85,6,5,vijand
85,1,8,vriend
85,1,13,vriend
85,1,14,vriend
85,1,17,vriend
85,1,18,vriend
85,2,4,vriend
85,2,5,vriend
85,3,4,vriend
85,3,5,vriend
85,4,2,vriend
85,4,3,vriend
85,5,2,vriend
85,5,3,vriend
85,6,13,vriend
85,6,14,vriend
85,6,18,vriend
85,8,1,vriend
85,13,1,vriend
85,13,6,vriend
85,14,1,vriend
85,14,6,vriend
85,17,1,vriend
85,18,1,vriend
85,18,6,vriend
85,13,4,vriend_vijand
85,12,6,zus
86,1,8,collega
86,2,3,collega
86,2,6,collega
86,3,2,collega
86,6,2,collega
86,8,1,collega
86,1,4,collega_geliefde
86,4,1,collega_geliefde
86,6,3,collega_neef_geliefde
86,3,6,collega_nicht_geliefde
86,1,2,collega_vriend
86,2,1,collega_vriend
86,3,7,collega_vriend
86,7,3,collega_vriend
86,7,9,geliefde
86,9,7,geliefde
86,1,10,geliefde_vijand
86,10,1,geliefde_vijand
86,1,5,vijand
86,5,1,vijand
86,4,10,vriend
86,6,9,vriend
86,9,6,vriend
86,10,4,vriend
87,1,4,broer
87,4,1,broer
87,1,16,collega
87,1,18,collega
87,2,3,collega
87,3,2,collega
87,3,5,collega
87,3,6,collega
87,5,3,collega
87,6,3,collega
87,7,8,collega
87,8,7,collega
87,9,10,collega
87,10,9,collega
87,16,1,collega
87,18,1,collega
87,1,2,collega_geliefde
87,2,1,collega_geliefde
87,5,6,collega_geliefde
87,6,5,collega_geliefde
87,1,6,collega_moeder
87,5,2,collega_schoondochter
87,6,2,collega_schoondochter
87,2,6,collega_schoonmoeder
87,2,5,collega_schoonvader
87,1,5,collega_vader
87,1,7,collega_vijand
87,1,10,collega_vijand
87,2,7,collega_vijand
87,3,7,collega_vijand
87,3,18,collega_vijand
87,5,7,collega_vijand
87,6,7,collega_vijand
87,7,1,collega_vijand
87,7,2,collega_vijand
87,7,3,collega_vijand
87,7,5,collega_vijand
87,7,6,collega_vijand
87,10,1,collega_vijand
87,16,17,collega_vijand
87,17,18,collega_vijand
87,18,3,collega_vijand
87,1,3,collega_vriend
87,1,9,collega_vriend
87,1,11,collega_vriend
87,3,1,collega_vriend
87,3,9,collega_vriend
87,3,10,collega_vriend
87,8,17,collega_vriend
87,9,1,collega_vriend
87,9,3,collega_vriend
87,10,3,collega_vriend
87,10,18,collega_vriend
87,11,1,collega_vriend
87,11,12,collega_vriend
87,12,11,collega_vriend
87,12,13,collega_vriend
87,13,11,collega_vriend
87,13,12,collega_vriend
87,14,1,collega_vriend
87,14,11,collega_vriend
87,17,8,collega_vriend
87,18,10,collega_vriend
87,5,1,collega_zoon
87,6,1,collega_zoon
87,4,6,moeder
87,2,4,schoonbroer
87,4,2,schoonzus
87,4,5,vader
87,1,17,vijand
87,11,15,vijand
87,13,15,vijand
87,15,11,vijand
87,15,13,vijand
87,17,1,vijand
87,1,19,vriend
87,3,4,vriend
87,4,3,vriend
87,19,1,vriend
87,5,4,zoon
87,6,4,zoon
88,4,2,broer
88,22,1,broer
88,6,18,collega
88,10,18,collega
88,11,18,collega
88,12,18,collega
88,13,18,collega
88,14,18,collega
88,15,18,collega
88,16,17,collega
88,17,18,collega
88,18,6,collega
88,18,10,collega
88,18,11,collega
88,18,12,collega
88,18,13,collega
88,18,14,collega
88,18,15,collega
88,18,16,collega
88,18,17,collega
88,6,19,collega_vijand
88,6,20,collega_vijand
88,10,19,collega_vijand
88,10,20,collega_vijand
88,11,19,collega_vijand
88,11,20,collega_vijand
88,12,19,collega_vijand
88,12,20,collega_vijand
88,13,19,collega_vijand
88,13,20,collega_vijand
88,14,19,collega_vijand
88,14,20,collega_vijand
88,15,19,collega_vijand
88,15,20,collega_vijand
88,16,19,collega_vijand
88,16,20,collega_vijand
88,17,19,collega_vijand
88,17,20,collega_vijand
88,18,19,collega_vijand
88,18,20,collega_vijand
88,19,6,collega_vijand
88,19,10,collega_vijand
88,19,11,collega_vijand
88,19,12,collega_vijand
88,19,13,collega_vijand
88,19,14,collega_vijand
88,19,15,collega_vijand
88,19,16,collega_vijand
88,19,17,collega_vijand
88,19,18,collega_vijand
88,20,10,collega_vijand
88,20,11,collega_vijand
88,20,12,collega_vijand
88,20,13,collega_vijand
88,20,14,collega_vijand
88,20,15,collega_vijand
88,20,16,collega_vijand
88,20,17,collega_vijand
88,20,18,collega_vijand
88,20,6,collega_vijand_geliefde
88,6,10,collega_vriend
88,6,11,collega_vriend
88,6,12,collega_vriend
88,6,13,collega_vriend
88,6,14,collega_vriend
88,6,15,collega_vriend
88,6,16,collega_vriend
88,6,17,collega_vriend
88,10,6,collega_vriend
88,10,11,collega_vriend
88,10,12,collega_vriend
88,10,13,collega_vriend
88,10,14,collega_vriend
88,10,15,collega_vriend
88,10,16,collega_vriend
88,10,17,collega_vriend
88,11,6,collega_vriend
88,11,10,collega_vriend
88,11,12,collega_vriend
88,11,13,collega_vriend
88,11,14,collega_vriend
88,11,15,collega_vriend
88,11,16,collega_vriend
88,11,17,collega_vriend
88,12,6,collega_vriend
88,12,10,collega_vriend
88,12,11,collega_vriend
88,12,13,collega_vriend
88,12,14,collega_vriend
88,12,15,collega_vriend
88,12,16,collega_vriend
88,12,17,collega_vriend
88,13,6,collega_vriend
88,13,10,collega_vriend
88,13,11,collega_vriend
88,13,12,collega_vriend
88,13,14,collega_vriend
88,13,15,collega_vriend
88,13,16,collega_vriend
88,13,17,collega_vriend
88,14,6,collega_vriend
88,14,10,collega_vriend
88,14,11,collega_vriend
88,14,12,collega_vriend
88,14,13,collega_vriend
88,14,15,collega_vriend
88,14,16,collega_vriend
88,14,17,collega_vriend
88,15,6,collega_vriend
88,15,10,collega_vriend
88,15,11,collega_vriend
88,15,12,collega_vriend
88,15,13,collega_vriend
88,15,14,collega_vriend
88,15,16,collega_vriend
88,15,17,collega_vriend
88,16,6,collega_vriend
88,16,10,collega_vriend
88,16,11,collega_vriend
88,16,12,collega_vriend
88,16,13,collega_vriend
88,16,14,collega_vriend
88,16,15,collega_vriend
88,16,17,collega_vriend
88,17,6,collega_vriend
88,17,10,collega_vriend
88,17,11,collega_vriend
88,17,12,collega_vriend
88,17,13,collega_vriend
88,17,14,collega_vriend
88,17,15,collega_vriend
88,17,16,collega_vriend
88,19,20,collega_vriend
88,20,19,collega_vriend
88,4,22,dochter
88,5,22,dochter
88,6,4,dochter
88,9,4,dochter
88,1,7,geliefde
88,2,3,geliefde
88,3,2,geliefde
88,4,5,geliefde
88,5,4,geliefde
88,6,8,geliefde
88,6,9,geliefde
88,7,1,geliefde
88,8,6,geliefde
88,9,6,geliefde
88,1,6,grootmoeder
88,22,6,grootmoeder
88,1,9,grootvader
88,22,9,grootvader
88,6,22,kleindochter
88,9,22,kleindochter
88,6,1,kleinzoon
88,9,1,kleinzoon
88,1,4,moeder
88,2,6,moeder
88,4,6,moeder
88,22,4,moeder
88,2,1,neef
88,3,1,neef
88,2,22,nicht
88,3,22,nicht
88,1,2,oom
88,22,2,oom
88,2,5,schoonbroer
88,3,5,schoonbroer
88,5,2,schoonbroer
88,6,3,schoondochter
88,9,3,schoondochter
88,3,6,schoonmoeder
88,5,6,schoonmoeder
88,3,9,schoonvader
88,5,9,schoonvader
88,6,5,schoonzoon
88,9,5,schoonzoon
88,3,4,schoonzus_vijand
88,5,3,schoonzus
88,4,3,schoonzus_vijand
88,2,9,stiefvader
88,9,2,stiefzoon
88,1,3,tante
88,22,3,tante
88,1,5,vader
88,2,8,vader
88,4,9,vader
88,22,5,vader
88,6,21,vriend
88,8,9,vriend
88,8,21,vriend
88,9,8,vriend
88,21,6,vriend
88,21,8,vriend
88,4,1,zoon
88,5,1,zoon
88,6,2,zoon
88,8,2,zoon
88,1,22,zus
88,2,4,zus
89,3,2,broer_vijand
89,1,5,collega
89,1,6,collega
89,2,6,collega
89,3,6,collega
89,4,6,collega
89,5,1,collega
89,6,1,collega
89,6,2,collega
89,6,3,collega
89,6,4,collega
89,2,4,geliefde
89,4,2,geliefde
89,7,8,geliefde
89,8,7,geliefde
89,1,2,geliefde_vriend
89,2,1,geliefde_vriend
89,3,4,schoonzus
89,4,3,schoonzus
89,1,3,vriend
89,1,4,vriend
89,1,7,vriend
89,1,8,vriend
89,1,9,vriend
89,1,10,vriend
89,1,11,vriend
89,2,7,vriend
89,2,8,vriend
89,2,9,vriend
89,2,10,vriend
89,2,11,vriend
89,3,1,vriend
89,4,1,vriend
89,4,7,vriend
89,4,8,vriend
89,4,11,vriend
89,7,1,vriend
89,7,2,vriend
89,7,11,vriend
89,8,1,vriend
89,8,2,vriend
89,8,11,vriend
89,9,1,vriend
89,9,2,vriend
89,9,10,vriend
89,10,1,vriend
89,10,2,vriend
89,10,9,vriend
89,11,1,vriend
89,11,2,vriend
89,11,4,vriend
89,11,7,vriend
89,11,8,vriend
89,2,3,zus_vijand
90,1,4,collega
90,3,5,collega_geliefde
90,5,3,collega_geliefde
90,4,1,collega_vijand
90,3,8,geliefde
90,8,3,geliefde
90,1,2,geliefde_vijand_vriend
90,2,1,geliefde_vijand_vriend
90,2,6,geliefde_vijand_vriend
90,6,2,geliefde_vijand_vriend
90,1,3,moeder
90,9,1,neef
90,1,9,oom
90,1,6,vijand
90,1,7,vijand
90,2,3,vijand
90,3,2,vijand
90,4,7,vijand
90,5,1,vijand
90,6,1,vijand
90,7,1,vijand
90,7,4,vijand
90,2,4,vriend
90,4,2,vriend
90,3,1,zoon
91,2,5,collega
91,3,9,collega
91,5,2,collega
91,8,9,collega
91,9,3,collega
91,9,8,collega
91,3,8,collega_vriend
91,3,10,collega_vriend
91,8,3,collega_vriend
91,8,10,collega_vriend
91,10,3,collega_vriend
91,10,8,collega_vriend
91,3,6,geliefde
91,6,3,geliefde
91,3,4,geliefde_schoonbroer
91,4,3,geliefde_schoonzus
91,2,3,geliefde_vijand
91,3,2,geliefde_vijand
91,1,3,moeder
91,2,1,neef_stiefzoon
91,1,2,oom_stiefvader
91,2,4,pleegbroer_vijand
91,4,2,pleegbroer_vijand
91,1,4,vader
91,2,7,vijand
91,4,7,vijand
91,7,2,vijand
91,7,4,vijand
91,3,1,zoon
91,4,1,zoon
92,1,3,collega
92,1,7,collega
92,1,10,collega
92,2,3,collega
92,2,7,collega
92,2,10,collega
92,3,1,collega
92,3,2,collega
92,3,10,collega
92,4,10,collega
92,5,10,collega
92,7,1,collega
92,7,2,collega
92,10,1,collega
92,10,2,collega
92,10,3,collega
92,10,4,collega
92,10,5,collega
92,2,6,collega_vader_vijand
92,1,4,collega_vijand
92,1,5,collega_vijand
92,1,6,collega_vijand
92,2,4,collega_vijand
92,2,5,collega_vijand
92,3,4,collega_vijand
92,3,5,collega_vijand
92,4,1,collega_vijand
92,4,2,collega_vijand
92,4,3,collega_vijand
92,5,1,collega_vijand
92,5,2,collega_vijand
92,5,3,collega_vijand
92,6,1,collega_vijand
92,4,5,collega_vijand_vriend
92,5,4,collega_vijand_vriend
92,6,2,collega_vijand_zoon
92,1,8,geliefde
92,6,9,geliefde
92,8,1,geliefde
92,9,6,geliefde
92,1,2,halfbroer_collega
92,2,1,halfbroer_collega
92,1,9,moeder
92,2,9,moeder
92,1,11,vijand
92,2,11,vijand
92,11,1,vijand
92,11,2,vijand
92,9,1,zoon
92,9,2,zoon
93,1,6,collega
93,1,13,collega
93,2,14,collega
93,3,11,collega
93,3,12,collega
93,3,14,collega
93,5,7,collega
93,5,13,collega
93,5,14,collega
93,6,1,collega
93,7,5,collega
93,8,9,collega
93,8,14,collega
93,9,8,collega
93,10,11,collega
93,10,12,collega
93,11,3,collega
93,11,10,collega
93,12,3,collega
93,12,10,collega
93,13,1,collega
93,13,5,collega
93,14,2,collega
93,14,3,collega
93,14,5,collega
93,14,8,collega
93,8,11,collega_vijand
93,8,12,collega_vijand
93,11,8,collega_vijand
93,12,8,collega_vijand
93,2,4,collega_vriend
93,2,5,collega_vriend
93,4,2,collega_vriend
93,4,5,collega_vriend
93,5,2,collega_vriend
93,1,8,geliefde
93,2,3,geliefde
93,3,2,geliefde
93,3,5,geliefde
93,8,1,geliefde
93,11,12,geliefde
93,12,11,geliefde
93,3,10,geliefde_vijand
93,10,3,geliefde_vijand
93,5,3,geliefde_vriend
93,1,10,vijand
93,2,10,vijand
93,4,10,vijand
93,5,10,vijand
93,8,10,vijand
93,10,1,vijand
93,10,2,vijand
93,10,4,vijand
93,10,5,vijand
93,10,8,vijand
93,3,8,vriend
93,8,3,vriend
94,1,5,collega_geliefde
94,5,1,collega_geliefde
94,1,9,collega_vijand
94,9,1,collega_vijand
94,1,2,geliefde
94,1,3,geliefde
94,1,4,geliefde
94,2,1,geliefde
94,3,1,geliefde
94,4,1,geliefde
94,1,6,vriend
94,1,7,vriend
94,1,8,vriend
94,5,6,vriend
94,5,7,vriend
94,5,8,vriend
94,6,1,vriend
94,6,5,vriend
94,6,8,vriend
94,7,1,vriend
94,7,5,vriend
94,7,8,vriend
94,8,1,vriend
94,8,5,vriend
94,8,6,vriend
94,8,7,vriend
94,6,7,vriend_geliefde
94,7,6,vriend_geliefde
95,1,4,collega
95,1,5,collega
95,4,1,collega
95,5,1,collega
95,1,6,geliefde
95,2,1,geliefde
95,6,1,geliefde
95,1,3,vriend
95,2,3,vriend
95,3,1,vriend
95,3,2,vriend
96,2,5,collega_geliefde_vijand
96,5,2,collega_geliefde_vijand
96,1,5,collega_vijand
96,5,1,collega_vijand
96,1,2,dochter
96,4,2,dochter
96,1,4,geliefde
96,4,1,geliefde
96,1,3,geliefde_vriend
96,3,1,geliefde_vriend
96,2,4,moeder
96,2,1,vader
96,1,6,vijand
96,1,7,vijand
96,6,1,vijand
96,7,1,vijand
96,2,3,vriend
96,3,2,vriend
96,6,7,vriend
96,7,6,vriend
97,3,5,broer
97,7,1,broer
97,1,2,dochter
97,3,2,dochter
97,1,3,geliefde
97,2,4,geliefde
97,3,1,geliefde
97,4,2,geliefde
97,5,6,geliefde
97,6,5,geliefde
97,2,3,moeder
97,5,2,nicht
97,6,2,nicht
97,7,2,nicht
97,2,5,oom
97,1,5,schoonbroer
97,5,1,schoonbroer
97,6,1,schoonbroer
97,4,3,schoonmoeder
97,4,1,schoonvader
97,1,4,schoonzoon
97,3,4,schoonzoon
97,1,6,schoonzus
97,3,6,schoonzus
97,3,7,schoonzus
97,6,3,schoonzus
97,7,3,schoonzus
97,2,6,tante
97,2,7,tante
97,2,1,vader
97,1,7,zus
97,5,3,zus
98,11,12,broer
98,1,4,collega
98,1,6,collega
98,1,10,collega
98,1,13,collega
98,1,14,collega
98,3,9,collega
98,4,1,collega
98,4,5,collega
98,5,6,collega
98,5,7,collega
98,6,1,collega
98,6,2,collega
98,7,2,collega
98,7,15,collega
98,9,3,collega
98,10,1,collega
98,13,1,collega
98,13,14,collega
98,14,1,collega
98,14,13,collega
98,15,7,collega
